job title,company name,location,timetype_Skills
Customer service agent (Mail&Chat) English account Etisalat UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · Customer Relations · Customs Clearance · b2 · Microsoft Office · Business Administration
,,,
Back Office Agent (complaints - Second line English account)Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Service Management · Customer Relations · Customer Satisfaction · Customer Retention · customer
,,,
Customer Service Agent (( Back Office )) - Mail&Chat ( English Account ),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · back office · English Teaching · English Training · English Education · English Instructing · English Literature · Business English
,,,
Back Office Agent (Mail&Chat) English account Etisalat UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Microsoft Office · Customer Relations · Customer Operations Performance Centre · Customer Service Management · Office management · Call Center
,,,
"Customer service representative (Etisalat UAE) mail&chat English account,graduates",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 8 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · customer
,,,
German Customer Support Agent (C1),Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Sales/Retail · Customer Service · Customer Support · Customer Care · Customer Relations · Communication · Typing · German · Deutsch
,,,
Customer Service Agent ( Back Office ) - Mail&Chat ( English Account ),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Call Center · Customer Service · Customer Support · Customer Relations · Customer Satisfaction · Customer Retention · Customer Operations Performance Centre
,,,
English Customer Service Advisor. Alexandria residents,Sutherland -,"Smouha, Alexandria, Egypt ",Full TimeStudent · 0 - 1 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Call Center · Customer Service · Customer Support · English
,,,
Customer Experience Specialist,Minlo -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Call Center · Communication · Communication skills · computer · Customer Care · Customer Service · Customer Support · Experience
,,,
Back Office Agent (Mail&Chat) English Account Etisalat UAE…,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Tourism/Travel · business · Customer Care · Customer Service · Medical · Insurance · Medical Insurance · Microsoft Office
,,,
B2B Sales Executive,EasyKash -,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail · Telesales · Sales · Sales Skills · Customer Service · business development · Call Center · Communication Skills
,,,
Backoffice (mail&chat English account)Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Support · Customer Service · Call Center · customer service representative · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management
,,,
Outdoor Sales Representative,Power Solutions -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Sales/Retail · Sales · Sales Skills · Outdoor Sales · Sales Target · Call Center · Customer Service · Customer Care · Customer Support · Oil &amp; Gas
,,,
English Customer Service (US account),Sutherland -,"Moharam Bek, Alexandria, Egypt ",Full TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Call Center · Customer Service · Customer Support · English · Sales Target · Technical Support · CSR
,,,
Non-Voice Account (Chat&Mail) English account/Etisalat UAE…,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Operations/Management · Computer Skills · Customer Care · Customer Service · Customer Support · Microsoft Office · Customer Relations · Customer Satisfaction
,,,
Customer service/Etisalat UAE (backoffice English account) mail&chat,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Customer Service/Support · Customer Support · Customer Care · Customer Service · Call Center · Technical Support · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management
,,,
Non voice account (Mail&Chat) English Account Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Operations/Management · Computer Skills · Customer Care · Customer Service · Customer Support · Medical · Communication · skills
,,,
Customer service representative (Chat&Mail) English account Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Sales/Retail · business · Customer Care · Customer Service · Customer Support · Medical · Medical Insurance · Sales · Training
,,,
International Account Advisor,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · Call Center · English · Communication Skills · MS Office · Account Advising
,,,
Small And Medium Business Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Business Development · Call Center · Customer Service · English Training · English · benefits · Microsoft Excel · excel · Communication
,,,
Customer Care Representative _ WFH,Confidential -,"Cairo, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Sales/Retail · Call Center · Customer Service · Customer Care · Customer Support · English · Fluent in English · Communication skills · languages
,,,
Italian Chat Support,Intelcia -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 1+ Yrs of Exp · Customer Service/Support · Italian Teaching · Call Center · Chat Support
,,,
Operations Sales Team Leader,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeManager · 2 - 4 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Call Center · Operations · Customer Service · Customer Support · Customer Care · Microsoft Excel · Microsoft Office
,,,
Sales Teamleader,Concentrix + Webhelp -,"Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · Sales/Retail · Sales · sales skills · Sales Target · Team Lead · Sales Leads · Call Center · Outsourcing · English
,,,
English Mail & Chat Agents(Shopping Company) / /Males ONLYYY …....,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
Italian Mail & Chat Agents(Shopping Company)....,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support · Back Office · Webchat · Customer support · Customer service · Call Center · Customer Care · Italian · chat
,,,
Customer Service Specialist,SSC Egypt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Banking · Customer Service/Support · Customer · Call Center
,,,
Customer service & Billing representative,Sutherland -,"Smouha, Alexandria, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Customer Service/Support · Sales/Retail · Call Center · Customer Care · Customer Service · Customer Support · English · english call center · Fluency in English · Sales
,,,
Customer Service Advisor (Business Account),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Support · social · Training · University · VPN · Sales · Medical · Benefits · .Net
,,,
Customer Service Representative English Account (Etisalat UAE).,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Sales/Retail · Customer Care · Customer Support · Customer Service · Experience · English · social · Sales
,,,
Customer Support Specialist,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · Fashion · Customer Support · Customer Service · Customer Care · Call Center · English · Arabic · Written English
,,,
Sales Account Manager Agent,Egyptian Cultural Center -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Customer Satisfaction · Customer Service · Customer Support · Sales · English · Customer · Call Center
,,,
Customer Services Care (Work from Home) for Vodafone UK/IE,_VOIS Egypt -,"Alexandria, Egypt ",Full TimeShift BasedWork From HomeEntry Level · Customer Service/Support · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support · Vodafone · Vodafone Uk
,,,
Client Support Agent (Tickets & Chats),Bosta -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Call Center · Communication · Customer Care · Customer Service · Customer Support · Support · Help Desk · E-Commerce · Logistics
,,,
German Customer Service Agent - Alexandria,Sutherland -,"Alexandria, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Support · Customer Care · English · German
,,,
Telesales Agent,trade show planners -,"6th of October, Giza, Egypt ",Full TimeEntry Level · Customer Service/Support · Sales/Retail · Telesales · Customer Service · Telemarketing · Call Center · housing · realestat · English · English fluency
,,,
Fraud Analyst – Issuing Fraud Monitoring,Network International -Egypt -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Banking · Fraud · Contact Center · inbound · Fraud detection · Fraud Prevention · Banking · Banking Sector · Fintech
,,,
Back Office Agent (Chat&Mail) Etisalat UAE Maadi…,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · business · Customer Care · Customer Service · Customer Support · Microsoft Office · English Teaching · English Training · Sales · Customer Relations
,,,
English Mail & Chat Agents(Shopping Company) / /Males ONLYYY ….,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
"Non-voice (backoffice mail&chat)English account,Etisalat UAE",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Senior Recruitment Specialist,BDO Esnad -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Human Resources · Telecommunication · Recruitment · Human Resources (HR) · English · Mass Hiring · Mass Recruitment
,,,
Technical Support Agents,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeShift BasedEntry Level · Customer Service/Support · Customer Support · Customer Service · Technical Support
,,,
Technical Support Advisor ( Agents),Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeShift BasedEntry Level · Customer Service/Support · Customer Support · Customer Service · Technical Support
,,,
Recruitment Internship - French Speaker,Sutherland -,"Alexandria, Egypt ",InternshipEntry Level · Human Resources · Recruitment · Human Resources · internship · French
,,,
Recruitment Internship - Alexandria,Sutherland -,"Alexandria, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · Human Resources · Recruitment · Human Resources (HR) · Microsoft Office · English · MS Office · Talent Acquisition · Interviewing · Sourcing
,,,
Reception,Royal Lab -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Medical/Healthcare · Administration · Medical · Microsoft Office · Office Management · Business Administration
,,,
IT Manager,Partners Outsourcing Solutions -,"Alexandria, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · IT/Software Development · Computer Engineering · Information Technology (IT) · Networking
,,,
Catering Specialist,Nola Bakery -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Service · Catering · Customer Care
,,,
Customer Success Specialist,Sylndr -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer
,,,
Dental sales Rep,SBC -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Medical/Healthcare · Sales/Retail · Communication skills · Sales Target · CRM · Presentation · sales skills
,,,
Talent Acquisition Recruiter,Xceed Contact Center -,"Mohandessin, Giza, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Administration · Customer Service/Support · Human Resources · HR · Human Resources · Interviewing · Recruitment · Talent acquisition · Communication · Communication skills
,,,
IT Help Desk,Confidential -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Configuration
,,,
Airline Fulfillment Specialist,Safa International Travel -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · males_only · Customer Service/Support · Operations/Management · Tourism/Travel · Amadeus · Airlines · Customer Care · Customer Support · Refund · Tourism · Galileo
,,,
Customer Support Representative,BDO Esnad -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Representative · Customer Service · customer support representative · offshore
,,,
"Specialist, Student Services - Alexandria",ESLSCA University -,"Glim, Alexandria, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Administration · Customer Service/Support · Business Development · Communication · Administration · Business Administration · Customer Care · Customer Service · Customer Support · English
,,,
Front Desk / Secretary / Co Ordinator,Al fawzy dental -,"Agouza, Giza, Egypt ",Full TimeExperienced · 1+ Yrs of Exp · Customer Service/Support · Front desk · Medical · Office management · Communication · Communication skills · Customer Service · Skills · English · Microsoft Office
,,,
"Specialist, Under-Graduate Student Services",ESLSCA University -,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Administration · Administration · English
,,,
Customer Service Representative - (Fluent in English),Sutherland -,"Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · B2 · c1 · Customer Care · Customer Service · Customer Support · Fluency in English · English · Customer Retention · Sales
,,,
English Account - Customer Service Agent,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Customer Service/Support · Sales/Retail · Communication · Communication skills · Customer Service · Customer Care · Customer Focus · Customer Support · Fluency in English · English
,,,
Customer Service Coordinator - Cairo,Misr Elkheir Foundation -,"Mokattam, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Customer Service · Customer Care · Customer Support · Communication skills · Communication · Administration · Sales
,,,
English Account - Customer Service Advisor,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Customer Service/Support · Sales/Retail · Communication · Communication skills · Customer Service · Customer Care · Customer Focus · Customer Support · Fluency in English · English
,,,
Customer Service - American Company,Horizons -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 0 - 3 Yrs of Exp · Customer Service/Support · Customer · Customer Service · Customer Support · Service · american · Computer Skills · English · Communication skills
,,,
Quality Assurance Analyst - Consumer Finance,Beltone Financial  -,"Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Quality · Analyst/Research · Customer Care · quality · Quality Assurance · Performance · QA
,,,
Virtual Assistant,Callnovo Contact Center  -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · Office management · Customer Service · virtual assistant · English
,,,
C1 English Voice and Chatting Sales Account serving UAE– Ras El Kheima.(CAIRO)/ Max Shift 8PM,Majorel Egypt -,"Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Customer Service · English · fluent English
,,,
Guest Service Agent,Zewail City -,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Customer Service/Support · Tourism/Travel · Communication · Customer Care · Customer Service · Customer Support · English · Negotiation · Skills · Computer Skills
,,,
Front Desk / Receptionist,La Parisienne  -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 5 Yrs of Exp · Administration · Administration · Customer Service
,,,
Senior Property Consultant,Orientals for Urban Development -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Sales/Retail · Real Estate · Property · Sales · Sales Skills
,,,
Junior Operations Engineer - Network/Cloud,Link Datacenter -,"Giza, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication · Operations · Project Management · SQL · Management · Communication skills
,,,
"Specialist, Real Time Management",Mrsool -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Operations/Management · Data Analysis · Microsoft Excel
,,,
Senior Fraud Analyst – Issuing Fraud Monitoring,Network International -Egypt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Banking · Banking · Fraud · Analysis · Fraud prevention · Fraud detection · Fintech
,,,
Dutch Customer Service Representative - A1101,Intelcia -,"6th of October, Giza, Egypt ",Full TimeExperienced · Customer Service/Support · Dutch · Customer Service · Customer Care · Customer Support · Technical Support · Communication skills
,,,
counseling psychologist,Alert International -,"Dubai, United Arab Emirates ",Full TimeNot specified · Medical/Healthcare · Sports and Leisure · Education/Teaching · medical · psychology · clinical psychology · health care · education · mental health · psychological
,,,
Customer Service Team Lead,SSC Egypt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 7 - 8 Yrs of Exp · Customer Service/Support · Operations/Management · Customer Support · Customer Service · Customer Care
,,,
Business Development Executive,Smart Vision  -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Business Administration · Sales · sales skills · Sales Target · Market Research · Marketing
,,,
Admin,Art Mania -,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 20 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · Admin · Accounting · Communication · Microsoft Office · Management · Office management · Administration
,,,
English Customer Service Representative - A1105,Intelcia  -,"Giza, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · English · Fluency in English
,,,
Talent Acquisition Supervisor,Sinai University -,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Business Development · Human Resources · Human Resources · Talent · Talent acquisition · Recruitment · Interviewing
,,,
Telesales Agent,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Customer Service/Support · Sales/Retail · English · Customer Service · Sales · sales skills · Telesales · sale
,,,
Office Manager,Units for Real Estate -,"Giza, Egypt ",Full TimeManager · 5 - 12 Yrs of Exp · Administration · Operations/Management · Administration · Manager · Office management · Secretary · Office manager
,,,
Receptionist,A1 arena  -,"Obour City, Cairo, Egypt ",Full TimeShift BasedEntry Level · 1 - 5 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Reception · Customer Service · Admin Work · Administration · Operations Management
,,,
Hotel Operations Specialist,Safa International Travel -,"Dokki, Giza, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · males_only · Customer Service/Support · Operations/Management · Tourism/Travel · Communication · Communication skills · Customer Care · Customer Service · Customer Support · English · MS Office
,,,
Alex - Customer Service Representative - English Account A1104,Intelcia  -,"Bourj Alarab, Alexandria, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Service · English · sales skills · Sales Target
,,,
Products Engineer / Product Development Engineer ( Homeware Appliances),Bouri Group -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Business Development · Manufacturing/Production · Purchasing/Procurement · Technical · Engineering · Electrical · Appliances · Kitchenware · Products · Samples
,,,
Spare Parts Sales Representative,GB Corp -,"Giza, Giza, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · Sales/Retail · Automotive · business · Engineering · Sales · Spare Parts
,,,
IT Systems Administrator,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Administration · Computer Engineering · Engineering · IP · network · Networking
,,,
Personal Assistant,IFZA -,"Dubai, United Arab Emirates ",Full TimeNot specified · Administration · Customer Service/Support · Operations/Management · Administration · Office Management · Microsoft Office · Secretary · Admin · Personal Assistant · Admin Assistant
,,,
Technical Support Engineer (Home Appliances),Midea Group -,"Cairo, Egypt ",Full TimeEntry Level · 2 - 5 Yrs of Exp · Customer Service/Support · Engineering - Mechanical/Electrical · Training/Instructor · Communication · Customer Service · Home appliances · Presentation Skills · Engineering · Electrical Engineering · technical
,,,
Senior Team Leader,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · Customer Service/Support · Operations/Management · team leader · Leadership · Management · Performance · Communication · Team Leading · Skills
,,,
French Customer Service Representative,Centro -,"Maadi, Cairo, Egypt ",Full TimeExperienced · Customer Service/Support · Customer Care · Customer Service · Customer Support · English · Experience · Flexible · french · Sales
,,,
IT System Admin,EGYGAB Developments -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Cloud · Computer Science · Engineering · Information Technology (IT) · Hyper-V · Management
,,,
Receptionist,ETE - Empire training & education company  -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 2 - 5 Yrs of Exp · Administration · Customer Service/Support · Admin · Administration · Office Management · Microsoft Office · Secretary · English · Microsoft · business
,,,
IT Technical Support,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · computer · Computer Science · Customer Support · Hardware · information system · Information Technology (IT)
,,,
Network Engineer,Injaz Tech for advanced systems -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNA · Information Technology (IT) · Networking · Computer Engineering · Computer Science · Software Development
,,,
CRM Executive,IRSC -,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Business Development · Customer Service/Support · Communication · Administration · CRM · Customer Satisfaction · Microsoft · Communication skills · Customer Service
,,,
Telesales Representative,ECCT Electrical Contracting and Control Technologies -,"Maadi, Cairo, Egypt ",Part TimeExperienced · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · sales skills · Telesales · Customer Service · Training · excel · Communication
,,,
"IBM iX Consulting GTM Lead – G&L, MEA",Gulf Business Machines PND -,"Dubai, United Arab Emirates ",Full TimeNot specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · consulting · ibm · enterprise · clients · client
,,,
Facilities Manager - Reliability Maintenance Engineering,Amazon MENA -,"Jeddah, Saudi Arabia ",Full TimeNot specified · Administration · Operations/Management · Engineering - Mechanical/Electrical · Facility Management · Engineering · Administration · Maintenance · Mechanical Engineering · Management · Electrical Engineering
,,,
Accountant Technical Support - Daftra,"Izam, inc. -","Smart Village, Giza, Egypt ",Full TimeShift BasedExperienced · 1 - 5 Yrs of Exp · Accounting/Finance · Customer Service/Support · ERP · Accounting · Application · Customer Support · English · Excel · Communication skills · Technical Support
,,,
Civil Maintenance Engineer,Dorra Group -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil · Civil Engineering · AutoCAD · Communication · Engineering · Maintenance · Project Management
,,,
Logistics Specialist Internship - UAE National Only,Amazon Web Services MENA FZ-LLC -,"Dubai, United Arab Emirates ",Full TimeNot specified · Logistics/Supply Chain · Marketing/PR/Advertising · Purchasing/Procurement · Logistics · Supply Chain · Purchasing · Microsoft Office · Shipping · Procurement · Export
